"","ID","OutcomeType","AnimalType","HasName","AgeinDays","IsMix","SimpleColor","IsNeutered","Gender"
"15462","A650148","Adoption","Dog",1,"Less than 3 years",1,3,1,"M"
"15464","A713295","Adoption","Dog",1,"Less than a year",0,3,1,"M"
"15465","A681910","Transfer","Dog",1,"Less than 3 years",1,5,0,"M"
"15466","A707516","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"15468","A702403","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"15469","A695827","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"15471","A702161","Died","Cat",1,"Less than a year",1,3,0,"M"
"15472","A534780","Adoption","Dog",1,"Over 3 years",1,27,1,"M"
"15473","A669550","Euthanasia","Cat",0,"Over 3 years",1,3,0,"F"
"15474","A671915","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"15475","A675336","Return_to_owner","Dog",1,"Over 3 years",1,22,1,"F"
"15476","A677318","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"15477","A707382","Adoption","Dog",1,"Over 3 years",1,5,1,"M"
"15478","A690670","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"15479","A691606","Return_to_owner","Dog",1,"Less than 3 years",1,5,0,"M"
"15481","A709135","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"15482","A711842","Transfer","Dog",1,"Less than a year",1,3,1,"M"
"15483","A718450","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"15487","A692602","Adoption","Cat",1,"Less than a year",1,7,1,"F"
"15488","A701211","Adoption","Dog",1,"Less than a year",1,5,0,"M"
"15490","A695695","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"15492","A700692","Adoption","Cat",1,"Less than 2 years",1,4,1,"F"
"15496","A635991","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"15497","A666802","Transfer","Dog",0,"Over 3 years",1,27,1,"M"
"15498","A697650","Transfer","Dog",1,"Less than 2 years",1,26,1,"F"
"15499","A678685","Transfer","Cat",1,"Less than a year",1,17,0,"F"
"15500","A717473","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"15501","A669651","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"15502","A689564","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"15504","A687544","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"15506","A692842","Transfer","Cat",1,"Less than a year",1,17,1,"F"
"15507","A665170","Transfer","Dog",0,"Less than a year",1,18,1,"F"
"15509","A708120","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"15510","A706836","Adoption","Cat",0,"Less than a year",1,17,1,"M"
"15511","A678559","Transfer","Dog",1,"Less than 3 years",1,6,0,"M"
"15512","A669267","Adoption","Dog",1,"Less than a year",1,4,1,"F"
"15514","A684308","Transfer","Dog",0,"Less than a year",1,27,1,"M"
"15515","A664797","Transfer","Cat",0,"Less than 3 years",1,4,1,"M"
"15517","A666421","Return_to_owner","Dog",1,"Less than a year",1,5,0,"F"
"15519","A694549","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"15520","A693504","Transfer","Dog",1,"Less than a year",1,3,1,"F"
"15521","A697238","Adoption","Dog",0,"Less than a year",1,18,1,"F"
"15522","A697273","Adoption","Dog",1,"Less than 3 years",1,23,1,"F"
"15524","A705435","Adoption","Dog",1,"Over 3 years",1,9,1,"M"
"15526","A709858","Transfer","Cat",1,"Over 3 years",1,5,0,"F"
"15528","A683365","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"15529","A692535","Euthanasia","Cat",1,"Over 3 years",1,3,1,"F"
"15530","A677216","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15531","A666082","Transfer","Dog",1,"Over 3 years",1,27,1,"F"
"15532","A697711","Return_to_owner","Dog",1,"Less than a year",1,27,1,"F"
"15533","A698655","Transfer","Dog",0,"Over 3 years",1,6,1,"M"
"15535","A688521","Adoption","Cat",1,"Less than a year",1,17,0,"F"
"15536","A681608","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"15537","A281542","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"15538","A710216","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"15540","A679070","Euthanasia","Dog",0,"Less than a year",1,28,1,"M"
"15542","A638155","Return_to_owner","Cat",1,"Less than a year",1,4,1,"M"
"15544","A718320","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"15546","A625379","Transfer","Cat",1,"Less than a year",1,27,1,"F"
"15550","A711377","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"15552","A713125","Transfer","Dog",1,"Less than a year",1,26,0,"F"
"15553","A710245","Return_to_owner","Cat",1,"Less than 2 years",1,24,1,"F"
"15554","A706536","Return_to_owner","Dog",1,"Over 3 years",0,23,1,"M"
"15555","A712440","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"15556","A704232","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"15557","A675612","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"15558","A707790","Adoption","Dog",0,"Less than 2 years",1,3,1,"M"
"15559","A672566","Return_to_owner","Dog",1,"Less than a year",1,27,1,"F"
"15560","A683461","Transfer","Cat",1,"Less than a year",1,16,0,"F"
"15562","A667525","Adoption","Dog",1,"Less than a year",0,27,1,"F"
"15563","A689054","Transfer","Cat",1,"Less than a year",1,27,1,"F"
"15564","A689144","Transfer","Dog",1,"Less than 2 years",1,5,0,"F"
"15565","A679110","Transfer","Dog",0,"Over 3 years",1,5,1,"M"
"15567","A683243","Adoption","Cat",1,"Less than 3 years",1,14,1,"F"
"15568","A669737","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"15569","A702754","Adoption","Cat",1,"Less than a year",1,7,1,"F"
"15570","A691379","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"15571","A719526","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"15572","A679121","Transfer","Dog",0,"Over 3 years",1,23,1,"F"
"15573","A673456","Adoption","Dog",0,"Less than a year",1,8,1,"M"
"15574","A677702","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"15575","A672118","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"15577","A672533","Euthanasia","Dog",0,"Over 3 years",1,27,0,"M"
"15578","A713339","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15580","A673659","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"15581","A704521","Transfer","Cat",1,"Less than a year",1,17,1,"F"
"15582","A668911","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15586","A680206","Adoption","Dog",1,"Less than a year",1,26,1,"F"
"15587","A681467","Transfer","Cat",0,"Less than a year",1,24,0,"F"
"15588","A706816","Adoption","Cat",0,"Less than 3 years",1,5,1,"M"
"15594","A700670","Return_to_owner","Dog",1,"Less than 3 years",1,3,1,"F"
"15596","A676458","Transfer","Dog",1,"Over 3 years",1,18,1,"M"
"15597","A705584","Euthanasia","Cat",0,"Less than a year",1,3,0,"M"
"15598","A682893","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"15599","A708988","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"15600","A707627","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"15602","A692361","Transfer","Dog",0,"Less than 2 years",0,18,1,"F"
"15603","A680809","Transfer","Dog",0,"Less than a year",1,5,0,"M"
"15604","A696872","Adoption","Cat",1,"Over 3 years",1,7,1,"F"
"15607","A690270","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"15610","A692148","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"15612","A682416","Adoption","Cat",1,"Less than a year",0,5,1,"M"
"15613","A692902","Transfer","Dog",1,"Less than 2 years",1,27,1,"F"
"15614","A707696","Euthanasia","Dog",0,"Less than a year",1,27,0,"M"
"15615","A683308","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"15618","A702834","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"15619","A717980","Adoption","Dog",1,"Less than a year",1,9,0,"F"
"15621","A707093","Return_to_owner","Dog",1,"Less than 2 years",1,27,1,"M"
"15622","A694493","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"15623","A691222","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15624","A693382","Adoption","Cat",1,"Less than 3 years",1,25,1,"F"
"15625","A698852","Transfer","Dog",1,"Less than 2 years",1,3,1,"F"
"15627","A701851","Transfer","Cat",0,"Less than 2 years",1,3,0,"M"
"15628","A680375","Transfer","Cat",1,"Less than a year",1,3,1,"F"
"15630","A686156","Return_to_owner","Cat",1,"Less than a year",1,4,1,"M"
"15631","A696718","Transfer","Dog",1,"Less than 2 years",1,23,1,"F"
"15632","A710439","Adoption","Dog",1,"Less than 2 years",1,8,1,"M"
"15633","A665150","Transfer","Dog",0,"Less than a year",1,20,0,"M"
"15634","A677305","Adoption","Cat",0,"Less than a year",1,5,1,"M"
"15635","A677575","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"15636","A715498","Adoption","Dog",1,"Less than 2 years",1,5,1,"F"
"15637","A680884","Transfer","Dog",1,"Less than 2 years",1,3,1,"F"
"15638","A696439","Transfer","Dog",1,"Less than a year",1,9,1,"M"
"15639","A672746","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"15640","A678782","Transfer","Cat",1,"Less than a year",1,3,1,"M"
"15641","A691410","Return_to_owner","Dog",1,"Less than 3 years",1,4,1,"F"
"15642","A680695","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
"15645","A683487","Return_to_owner","Dog",1,"Less than 3 years",1,3,0,"M"
"15648","A715755","Adoption","Dog",0,"Less than a year",1,4,1,"F"
"15649","A705043","Adoption","Dog",1,"Less than 2 years",1,9,1,"F"
"15650","A600198","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"M"
"15651","A686534","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"15653","A650783","Transfer","Dog",1,"Less than a year",1,23,1,"F"
"15654","A678354","Transfer","Dog",0,"Less than a year",1,27,0,"F"
"15656","A669146","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"15657","A689186","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"15663","A711061","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"15665","A701764","Return_to_owner","Dog",1,"Less than a year",1,3,0,"M"
"15666","A708326","Adoption","Dog",1,"Less than 2 years",1,5,1,"F"
"15668","A675929","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15669","A711962","Transfer","Dog",1,"Less than 2 years",1,10,0,"F"
"15670","A713370","Transfer","Cat",0,"Less than a year",1,27,0,"M"
"15672","A713217","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"15674","A703810","Adoption","Dog",0,"Less than a year",1,20,1,"F"
"15675","A533602","Return_to_owner","Dog",1,"Over 3 years",1,6,1,"F"
"15676","A716436","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"15678","A711994","Adoption","Dog",0,"Less than a year",1,3,1,"M"
"15679","A688346","Return_to_owner","Dog",1,"Less than a year",0,27,1,"M"
"15680","A668581","Adoption","Dog",0,"Less than a year",1,9,1,"M"
"15681","A706995","Adoption","Cat",0,"Less than a year",1,25,1,"F"
"15682","A717798","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"15683","A707851","Return_to_owner","Dog",1,"Less than 2 years",1,27,1,"M"
"15685","A672259","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"15686","A694383","Adoption","Dog",0,"Less than a year",1,5,1,"F"
"15687","A666651","Return_to_owner","Dog",1,"Over 3 years",1,8,1,"F"
"15688","A687670","Adoption","Cat",1,"Less than 3 years",1,17,1,"M"
"15689","A701893","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"15690","A673435","Transfer","Cat",0,"Less than 2 years",1,4,0,"M"
"15691","A720082","Transfer","Dog",0,"Less than a year",1,5,0,"M"
"15692","A703257","Adoption","Dog",1,"Less than a year",1,4,0,"M"
"15693","A643183","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"F"
"15694","A692087","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"15695","A700220","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"15696","A683934","Adoption","Cat",0,"Less than 2 years",1,17,1,"F"
"15698","A715893","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
"15701","A656444","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"15702","A682523","Return_to_owner","Dog",1,"Over 3 years",1,3,0,"F"
"15703","A689012","Transfer","Cat",0,"Less than a year",1,25,0,"F"
"15705","A674096","Euthanasia","Cat",0,"Less than 2 years",1,13,0,"M"
"15706","A684858","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"15707","A620418","Adoption","Dog",1,"Less than 3 years",0,3,1,"M"
"15708","A710417","Adoption","Dog",1,"Over 3 years",1,27,1,"M"
"15710","A664660","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"15711","A713739","Euthanasia","Dog",1,"Less than 2 years",1,9,1,"F"
"15712","A701443","Adoption","Dog",1,"Less than 2 years",1,5,1,"M"
"15714","A696354","Adoption","Cat",0,"Over 3 years",1,4,1,"F"
"15715","A700138","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"15716","A694159","Adoption","Dog",1,"Less than a year",1,26,1,"M"
"15717","A711722","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"15718","A706731","Euthanasia","Dog",1,"Less than 2 years",1,3,0,"M"
"15719","A551426","Euthanasia","Dog",1,"Over 3 years",0,6,1,"F"
"15721","A664324","Return_to_owner","Dog",1,"Less than 3 years",1,9,1,"M"
"15722","A712011","Adoption","Dog",1,"Over 3 years",1,26,1,"F"
"15723","A714545","Adoption","Cat",0,"Less than a year",1,13,1,"M"
"15725","A523533","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"F"
"15726","A656694","Transfer","Cat",1,"Less than a year",1,24,1,"F"
"15728","A587990","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"15729","A698490","Adoption","Dog",1,"Less than a year",1,4,1,"M"
"15730","A691094","Euthanasia","Cat",0,"Less than a year",1,25,0,"F"
"15732","A486687","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"F"
"15736","A707148","Euthanasia","Dog",1,"Less than 2 years",1,5,0,"M"
"15738","A692739","Euthanasia","Cat",0,"Less than a year",1,3,0,"M"
"15739","A664541","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"15740","A680405","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"15741","A415049","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"F"
"15742","A710566","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"15744","A693160","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"15747","A718407","Transfer","Cat",1,"Less than a year",1,24,0,"F"
"15750","A690311","Transfer","Cat",0,"Over 3 years",1,5,0,"M"
"15753","A698185","Transfer","Dog",0,"Less than a year",1,27,0,"F"
"15757","A663149","Adoption","Cat",1,"Over 3 years",1,5,1,"F"
"15758","A706059","Adoption","Cat",1,"Less than a year",1,4,0,"F"
"15759","A699955","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"15760","A688956","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"15761","A674847","Euthanasia","Dog",1,"Over 3 years",1,5,1,"M"
"15762","A699131","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"15763","A702097","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"15766","A706413","Adoption","Dog",1,"Over 3 years",1,5,1,"M"
"15767","A664097","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"15768","A683128","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15769","A674874","Return_to_owner","Cat",1,"Over 3 years",1,5,1,"F"
"15770","A696369","Transfer","Cat",1,"Less than a year",1,17,1,"M"
"15771","A702600","Return_to_owner","Dog",1,"Less than 3 years",1,3,1,"M"
"15774","A715057","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"15775","A713994","Adoption","Cat",1,"Less than a year",1,3,0,"F"
"15776","A668893","Euthanasia","Dog",1,"Less than 2 years",1,3,1,"M"
"15777","A670760","Euthanasia","Dog",0,"Less than a year",1,5,0,"M"
"15779","A702585","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15780","A682623","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"15781","A701159","Transfer","Cat",0,"Less than a year",0,4,0,"M"
"15782","A694253","Adoption","Dog",0,"Less than 2 years",1,27,1,"F"
"15783","A679838","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"15784","A696878","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"15785","A687888","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"15786","A718317","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"15787","A684335","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"15788","A685582","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"15789","A667935","Transfer","Dog",1,"Over 3 years",1,5,0,"M"
"15790","A386005","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"15791","A668788","Transfer","Dog",1,"Less than a year",1,27,0,"M"
"15792","A669953","Adoption","Dog",0,"Less than a year",1,8,1,"F"
"15793","A707160","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"15794","A680221","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"15795","A717414","Transfer","Dog",1,"Less than a year",1,6,1,"M"
"15797","A679694","Adoption","Cat",1,"Less than a year",1,27,0,"F"
"15798","A717045","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"15800","A679933","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"15802","A664638","Transfer","Cat",1,"Less than a year",1,3,0,"F"
"15804","A684924","Transfer","Cat",0,"Less than a year",1,24,0,"F"
"15805","A677659","Adoption","Cat",1,"Less than a year",1,7,1,"F"
"15806","A712535","Adoption","Dog",0,"Less than a year",1,23,1,"M"
"15807","A682804","Adoption","Dog",1,"Less than 2 years",1,27,1,"F"
"15810","A678640","Return_to_owner","Dog",1,"Over 3 years",0,28,1,"F"
"15811","A699339","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"15812","A674494","Adoption","Dog",1,"Less than 2 years",1,3,1,"F"
"15814","A680247","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"15815","A664815","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"15816","A671748","Adoption","Dog",1,"Over 3 years",1,5,1,"M"
"15817","A678895","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"15818","A690940","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"15819","A714322","Return_to_owner","Dog",1,"Over 3 years",1,3,0,"M"
"15820","A362967","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"F"
"15821","A696976","Adoption","Cat",1,"Over 3 years",1,24,1,"F"
"15823","A670928","Return_to_owner","Cat",1,"Less than a year",1,24,1,"F"
"15824","A700959","Adoption","Cat",1,"Less than 3 years",1,5,1,"F"
"15826","A691739","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"15828","A679459","Euthanasia","Dog",1,"Less than 3 years",1,3,1,"M"
"15829","A696357","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"15830","A694690","Euthanasia","Cat",0,"Over 3 years",1,27,1,"F"
"15831","A675403","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"15832","A710005","Adoption","Dog",1,"Less than a year",1,20,1,"M"
"15836","A682513","Return_to_owner","Dog",1,"Less than 2 years",1,26,1,"F"
"15838","A701168","Adoption","Cat",1,"Over 3 years",1,11,1,"M"
"15839","A711575","Transfer","Cat",1,"Less than a year",1,17,0,"M"
"15840","A690524","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"15841","A696957","Adoption","Dog",1,"Over 3 years",1,23,1,"M"
"15842","A665029","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"15843","A690345","Adoption","Dog",1,"Less than a year",1,8,1,"F"
"15846","A692156","Transfer","Cat",1,"Less than a year",1,4,1,"M"
"15849","A666799","Transfer","Cat",0,"Less than a year",1,25,0,"F"
"15850","A693528","Adoption","Dog",1,"Less than a year",1,4,1,"M"
"15851","A690363","Transfer","Cat",1,"Less than a year",1,5,0,"M"
"15853","A680917","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"15854","A711937","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"15855","A705525","Adoption","Cat",0,"Less than a year",1,3,1,"M"
"15858","A706642","Died","Cat",0,"Less than a year",1,3,0,"M"
"15860","A684895","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"15861","A697819","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"15862","A684379","Return_to_owner","Dog",1,"Less than 2 years",1,26,1,"M"
"15863","A694444","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"15865","A716072","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"15866","A717701","Adoption","Dog",1,"Over 3 years",0,18,1,"M"
"15868","A676840","Return_to_owner","Cat",1,"Less than a year",1,3,1,"F"
"15869","A661789","Euthanasia","Dog",1,"Less than 2 years",1,5,1,"M"
"15870","A677030","Transfer","Dog",0,"Less than 2 years",1,4,1,"M"
"15873","A692257","Adoption","Dog",0,"Less than a year",1,27,1,"F"
"15875","A704422","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"15876","A677545","Return_to_owner","Cat",0,"Over 3 years",1,17,1,"F"
"15877","A706206","Transfer","Cat",1,"Over 3 years",0,17,1,"F"
"15878","A711736","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"15879","A667104","Transfer","Dog",1,"Less than a year",1,8,1,"M"
"15880","A716278","Transfer","Dog",1,"Over 3 years",1,27,1,"F"
"15881","A720669","Adoption","Dog",0,"Less than a year",1,23,1,"F"
"15882","A686741","Transfer","Cat",0,"Less than a year",1,9,0,"M"
"15884","A710626","Transfer","Cat",0,"Less than a year",1,27,0,"F"
"15886","A665719","Adoption","Dog",0,"Less than a year",1,23,1,"F"
"15889","A707517","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"15890","A665614","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15891","A675079","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"15892","A674580","Adoption","Cat",0,"Less than a year",1,4,1,"F"
"15894","A705826","Euthanasia","Dog",0,"Less than a year",1,23,0,"F"
"15896","A677919","Return_to_owner","Dog",1,"Less than 2 years",1,18,1,"M"
"15897","A685475","Euthanasia","Dog",0,"Over 3 years",1,9,1,"F"
"15898","A685831","Transfer","Dog",1,"Less than a year",1,27,1,"F"
"15900","A662437","Adoption","Cat",1,"Less than a year",1,21,1,"M"
"15901","A704291","Transfer","Dog",1,"Less than a year",1,27,1,"M"
"15902","A666853","Adoption","Dog",1,"Over 3 years",1,27,1,"M"
"15906","A702968","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"15907","A668981","Euthanasia","Cat",1,"Over 3 years",1,17,0,"M"
"15908","A676947","Adoption","Dog",1,"Less than 3 years",1,23,1,"F"
"15909","A663998","Adoption","Cat",1,"Less than a year",0,27,1,"F"
"15911","A679582","Transfer","Cat",1,"Less than a year",1,4,1,"F"
"15912","A714549","Return_to_owner","Dog",1,"Over 3 years",0,3,0,"M"
"15914","A707888","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"15915","A700649","Return_to_owner","Dog",1,"Over 3 years",1,4,1,"F"
"15916","A673660","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"15917","A688532","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"15918","A679534","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"15919","A698684","Return_to_owner","Cat",1,"Less than 2 years",1,5,1,"M"
"15921","A720368","Return_to_owner","Dog",1,"Less than 2 years",1,27,1,"M"
"15924","A710259","Adoption","Dog",0,"Less than a year",1,18,1,"M"
"15925","A715186","Adoption","Cat",0,"Less than a year",1,17,1,"F"
"15927","A693503","Return_to_owner","Dog",1,"Less than 2 years",1,8,1,"M"
"15928","A662814","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"15929","A683802","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"15931","A672678","Transfer","Dog",1,"Over 3 years",0,27,1,"F"
"15932","A719495","Transfer","Dog",1,"Over 3 years",0,27,0,"F"
"15934","A679440","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"15936","A694156","Transfer","Cat",1,"Less than a year",1,17,1,"F"
"15938","A689154","Transfer","Cat",1,"Less than a year",1,4,0,"M"
"15940","A685990","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"15941","A713834","Return_to_owner","Dog",1,"Over 3 years",1,6,1,"F"
"15942","A669397","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"15943","A711590","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"15946","A713234","Return_to_owner","Dog",1,"Less than a year",1,4,1,"F"
"15948","A701056","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"15949","A702239","Adoption","Dog",1,"Less than a year",1,4,1,"F"
"15950","A700549","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"15951","A680234","Transfer","Dog",1,"Less than a year",1,3,1,"F"
"15952","A668221","Transfer","Dog",1,"Less than 2 years",1,26,1,"M"
"15953","A720424","Adoption","Dog",1,"Over 3 years",1,23,1,"M"
"15955","A548939","Euthanasia","Dog",1,"Over 3 years",1,27,1,"M"
"15957","A717476","Transfer","Dog",1,"Less than 2 years",1,26,1,"M"
"15958","A673082","Adoption","Dog",1,"Over 3 years",0,27,1,"M"
"15959","A691246","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"15961","A683262","Transfer","Dog",1,"Less than a year",1,6,1,"M"
"15962","A704865","Died","Cat",1,"Less than a year",1,3,0,"M"
"15963","A717030","Adoption","Dog",1,"Less than 2 years",1,26,1,"M"
"15964","A700172","Transfer","Dog",1,"Less than a year",1,23,1,"M"
"15965","A663725","Adoption","Cat",1,"Less than a year",1,24,0,"F"
"15966","A689041","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"15967","A684233","Adoption","Dog",0,"Less than a year",1,27,1,"F"
"15968","A696734","Transfer","Dog",1,"Less than a year",1,3,0,"M"
"15969","A694022","Euthanasia","Cat",0,"Less than a year",1,27,0,"F"
"15970","A695358","Transfer","Dog",1,"Less than a year",1,8,1,"M"
"15971","A711125","Transfer","Dog",1,"Less than a year",1,3,1,"M"
"15973","A664263","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"15974","A669832","Transfer","Dog",0,"Less than a year",1,3,0,"M"
"15975","A667468","Return_to_owner","Dog",1,"Over 3 years",0,27,0,"M"
"15976","A711117","Adoption","Dog",1,"Less than a year",1,10,1,"F"
"15977","A679572","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"15978","A666539","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"15979","A714051","Transfer","Cat",1,"Less than a year",1,27,0,"M"
"15981","A678589","Adoption","Dog",0,"Less than a year",1,26,1,"M"
"15982","A704235","Adoption","Dog",1,"Less than 3 years",1,23,1,"M"
"15983","A678852","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"F"
"15984","A689724","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"15985","A720334","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"15988","A675840","Adoption","Dog",1,"Less than 2 years",1,23,1,"M"
"15989","A673832","Transfer","Cat",0,"Less than 2 years",1,3,1,"M"
"15991","A688657","Adoption","Dog",0,"Less than a year",1,18,1,"M"
"15992","A706952","Adoption","Dog",0,"Less than a year",1,23,1,"M"
"15993","A718461","Adoption","Cat",1,"Over 3 years",1,3,1,"M"
"15995","A676758","Transfer","Cat",0,"Less than a year",1,3,1,"M"
"15996","A690085","Transfer","Dog",1,"Less than a year",1,3,1,"F"
